id,txt,phrase,txt_loc
"179",,,
"180",,,
"181",,,
"182",,,
"183",,,
"184",,,
"185",,,
"186",LB,LB,
"187",PH,PH,
"188",,,
"189",,,
"190",,,
"191",,,
"192",,,
"193",,,
"194",,,
"195",,,
"196",,,
"197",,,
"198",,,
"199",,,
"200",,,
"201",,,
"202",,,
"203",,,
"204",,,
"205",,,
"206",,,
"207",,,
"208",,,
"209",,,
"210",,,
"211",,,
"212",,,
"213",Ruin,Ruin,
"214",1 to 18,1 to 18,
"215",1 to 26,1 to 26,
"217",1 to 18,1 to 18,
"218",1 to 18,1 to 18,
"219",1 to 24,1 to 24,
"220",,,
"221",Harrison Arms,Harrison Arms (PH),"1"
"222",(PH),Harrison Arms (PH),"2"
"223",,,
"224",,,
"225",,,
"226",,,
"227",7a,7a,
"228",26a,26a,
"229",,,
"230",6a,6a,
"231",,,
"232",,,
"233",,,
"234",,,
"235",,,
"236",,,
"237",,,
"238",,,
"239",,,
"240",62 to 82,62 to 82,
"241",83 to 107,83 to 107,
"242",108 to 132,108 to 132,
"243",1 to 18,1 to 18,
"244",1 to 18,1 to 18,
"245",1 to 18,1 to 18,
"246",1 to 56,1 to 56,
"247",1 to 10,1 to 10,
"248",1 to 10,1 to 10,
"249",1 to 10,1 to 10,
"250",1 to 20,1 to 20,
"251",11 to 20,11 to 20,
"252",11 to 26,11 to 26,
"253",1 to 24,1 to 24,
"254",,,
"255",,,
"216",1 to 32,1 to 32,
"256",,,
"257",,,
"258",,,
"259",,,
"260",,,
"261",,,
"262",,,
"263",,,
"264",,,
"265",,,
"266",1 to 70,1 to 70,
"267",71 to 80,71 to 80,
"268",81 to 115,81 to 115,
"269",116 to 150,116 to 150,
"270",1 to 12,1 to 12,
"271",1 to 12,1 to 12,
"272",,,
"273",,,
"274",BM75∙70,BM75∙70,
"275",1 to 17,1 to 17,
"276",1 to 19,1 to 19,
"277",20 to 39,20 to 39,
"278",40 to 59,40 to 59,
"279",60 to 79,60 to 79,
"280",,,
"281",,,
"282",PH,PH,
"283",,,
"284",,,
"285",,,
"286",,,
"287",3 to 6,3 to 6,
"288",,,
"289",,,
"290",TCBs,TCBs,
"291",18 to 35,18 to 35,
"292",36 to 52,36 to 52,
"293",53 to 69,53 to 69,
"294",,,
"295",,,
"296",,,
"297",,,
"298",,,
"299",1 to 34,1 to 34,
"300",35 to 68,35 to 68,
"301",TCB,TCB,
"302",,,
"303",,,
"304",,,
"305",,,
"306",,,
"307",,,
"308",,,
"309",BM74∙36,BM74∙36,
"310",,,
"311",,,
"312",,,
"313",,,
"314",,,
"315",,,
"316",,,
"317",,,
"318",,,
"319",12a,12a,
"320",,,
"321",91 to 111,91 to 111,
"322",112 to 135,112 to 135,
"323",FB,FB,
"324",FB,FB,
"325",1 to 27,1 to 27,
"326",28 to 51,28 to 51,
"327",52 to 75,52 to 75,
"328",76 to 90,76 to 90,
"329",,,
"330",,,
"331",,,
"332",,,
"333",,,
"334",Plumbers Arms,Plumbers Arms (PH),"1"
"335",(PH),Plumbers Arms (PH),"2"
"336",,,
"337",31a,31a,
"338",,,
"339",,,
"340",,,
"341",,,
"342",,,
"343",,,
"344",,,
"345",,,
"346",1 to 30,1 to 30,
"347",31 to 63,31 to 63,
"348",,,
"349",,,
"350",,,
"351",,,
"352",,,
"353",,,
"354",,,
"355",,,
"356",Ruins,Ruins,
"357",Ruin,Ruin,
"358",Norfolk Arms,Norfolk Arms (PH),"1"
"359",(PH),Norfolk Arms (PH),"2"
"360",,,
"361",,,
"362",1 to 99,1 to 99,
"363",,,
"364",,,
"365",,,
"366",,,
"367",,,
"368",,,
"369",,,
"370",,,
"371",,,
"372",,,
"373",,,
"374",,,
"375",,,
"376",,,
"377",,,
"378",TCB,TCB,
"379",,,
"380",,,
"381",,,
"382",,,
"383",,,
"384",46a,46a,
"385",,,
"386",,,
"387",,,
"388",,,
"389",,,
"390",,,
"391",,,
"392",BM70∙85,BM70∙85,
