id,txt,phrase,txt_loc
"141",2∙651,2∙651,
"142",,,
"143",2∙803,2∙803,
"144",,,
"145",7∙815,7∙815,
"146",,,
"147",8∙097,8∙097,
"148",,,
"149",8∙724,8∙724,
"150",,,
"151",5∙132,5∙132,
"152",,,
"153",31∙332,31∙332,
"154",,,
"155",6∙499,6∙499,
"156",,,
"157",7∙578,7∙578,
"158",,,
"159",7∙208,7∙208,
"160",2∙677,2∙677,
"161",26∙613,26∙613,
"162",5∙007,5∙007,
"163",,,
"164",3∙376,3∙376,
"165",,,
"166",31∙352,31∙352,
"167",,,
"168",,,
"169",,,
"170",5∙840,5∙840,
"171",,,
"172",3∙467,3∙467,
"173",140∙287,140∙287,
"174",,,
"175",5∙848,5∙848,
"176",,,
"177",1∙848,1∙848,
"178",C.S.,C.S.,
"179",,,
"180",2∙827,2∙827,
"181",,,
"182",5∙084,5∙084,
"183",,,
"184",1∙343,1∙343,
"185",,,
"186",3∙055,3∙055,
"187",,,
"188",3∙666,3∙666,
"189",,,
"190",,,
"191",,,
"192",4∙450,4∙450,
"193",,,
"194",6∙954,6∙954,
"195",,,
"196",9∙823,9∙823,
"197",,,
"199",,,
"200",8∙441,8∙441,
"198",8∙792,8∙792,
"201",,,
"202",2∙427,2∙427,
"203",,,
"204",6∙238,6∙238,
"205",,,
"206",5∙388,5∙388,
"207",C.S.,C.S.,
"208",3∙905,3∙905,
"209",,,
"210",3∙585,3∙585,
"211",5∙119,5∙119,
"212",,,
"213",2∙876,2∙876,
"214",,,
"216",,,
"217",13∙160,13∙160,
"218",9∙466,9∙466,
"215",3∙158,3∙158,
"219",,,
"220",3∙324,3∙324,
"221",,,
"222",11∙449,11∙449,
"223",,,
"224",5∙426,5∙426,
"225",P,P,
"226",,,
"227",,,
"228",18∙677,18∙677,
"229",,,
"230",61∙8,61∙8,
"231",P,P,
"232",,,
"233",3∙049,3∙049,
"234",,,
"235",10∙761,10∙761,
"236",,,
"237",34∙695,34∙695,
"238",F.P.,F.P.,
"239",Weir,Weir,
"240",,,
"241",39∙056,39∙056,
"242",,,
"243",4∙272,4∙272,
"244",,,
"245",2∙405,2∙405,
"246",,,
"247",1∙407,1∙407,
"248",,,
"249",45∙953,45∙953,
"250",132∙698,132∙698,
"252",1∙856,1∙856,
"251",,,
"253",4∙636,4∙636,
"254",2∙358,2∙358,
"255",2∙112,2∙112,
"256",,,
"257",1∙141,1∙141,
"258",,,
"259",,,
"260",3∙161,3∙161,
"261",,,
"262",29∙956,29∙956,
"263",P,P,
"264",,,
"265",,,
"266",1∙419,1∙419,
"267",,,
"268",116∙787,116∙787,
"269",,,
"271",10∙617,10∙617,
"272",9∙563,9∙563,
"273",114∙990,114∙990,
"274",35∙992,35∙992,
"275",B.M.149∙7,B.M.149∙7,
"270",,,
"276",,,
"277",1∙073,1∙073,
"278",6∙122,6∙122,
"279",,,
"280",22∙782,22∙782,
"281",,,
"282",7∙307,7∙307,
"283",,,
"284",9∙708,9∙708,
"285",,,
"286",10∙299,10∙299,
"287",,,
"288",12∙162,12∙162,
"289",Whitepost,Whitepost Plantation,"1"
"290",Plantation,Whitepost Plantation,"2"
"291",,,
"292",18∙885,18∙885,
"293",,,
"294",2∙184,2∙184,
"295",,,
"296",13∙722,13∙722,
"297",,,
"298",1∙150,1∙150,
"299",10∙762,10∙762,
"300",106∙040,106∙040,
"301",105∙102,105∙102,
"302",Def,Def,
"303",,,
"304",1∙755,1∙755,
"305",,,
"306",1∙653,1∙653,
"307",67∙902,67∙902,
"308",2∙850,2∙850,
"309",,,
"310",2∙000,2∙000,
"311",,,
"312",3∙871,3∙871,
"313",,,
"314",2∙293,2∙293,
"315",,,
"316",3∙585,3∙585,
"317",F.B.,F.B.,
"318",,,
"319",6∙002,6∙002,
"320",,,
"321",3∙026,3∙026,
"322",,,
"323",5∙474,5∙474,
"324",,,
"325",11∙633,11∙633,
"326",F.P.,F.P.,
"327",,,
"328",8∙208,8∙208,
"329",35∙784,35∙784,
"330",,,
"331",3∙671,3∙671,
"332",42∙225,42∙225,
"333",,,
"334",41∙602,41∙602,
"335",43∙232,43∙232,
"336",,,
"337",2∙174,2∙174,
"338",,,
"339",2∙245,2∙245,
"340",W,W,
"341",L.B,L.B,
"342",F.P.,F.P.,
"343",P,P,
"344",P,P,
"345",P,P,
"346",P,P,
"347",62∙757,62∙757,
"348",66∙4,66∙4,
"349",45∙191,45∙191,
"350",,,
"351",3∙111,3∙111,
"352",,,
"353",2∙325,2∙325,
"354",,,
"355",1∙971,1∙971,
"356",,,
"357",4∙068,4∙068,
"358",,,
"359",6∙974,6∙974,
"360",,,
"361",,,
"362",,,
"363",,,
"364",28∙408,28∙408,
"365",,,
"366",7∙367,7∙367,
"367",,,
"368",1∙615,1∙615,
"369",,,
"370",2∙464,2∙464,
"371",2∙666,2∙666,
"372",,,
"373",,,
"374",B.M.118∙3,B.M.118∙3,
"375",,,
"376",33∙156,33∙156,
"377",,,
"378",4∙118,4∙118,
"379",,,
"380",,,
"381",1∙353,1∙353,
"382",2∙748,2∙748,
"383",W,W,
"384",,,
"385",26∙500,26∙500,
"386",,,
"387",7∙794,7∙794,
"388",,,
"389",6∙704,6∙704,
"390",15∙471,15∙471,
"391",3∙213,3∙213,
"392",P,P,
"393",P,P,
"394",,,
"395",2∙095,2∙095,
"396",,,
"397",5∙656,5∙656,
"398",2∙149,2∙149,
"399",C.S.,C.S.,
"400",C.S.,C.S.,
